argout,vdot,verbose,gentst_err,VDAG-alloc,pmu-sram-size,project,run-tst,runhybrid_rbw,flit-width,routing-cost,succeeded,VMC-alloc,bcread,retime-exout,time,waveform,clock,psim-q,run-psim,VBB-split,PCU,retime-buffer-only,run-proute,runhybrid_dram_power,memelm,runhybrid_complete,merge,runp2p_wbw,prtime,proute-q,dot,genpir,MC_Total,row,runhybrid_wbw,slink,argin,runp2p_err,runhybrid_time,rundot,split-algo,freq,mem-tech,VBB,runp2p_complete,debug-print,OPS-All,load,VPMU-alloc,arch,vfifo,VPMU-split,dupra,stat,trace,save,word,rtelm-unsafe,VAFG-split,reserve-pcu,runp2p_time,fifo-depth,proute-seed,merge-forward,avgActive,mdone,maketst_err,module,simfreq,runhybrid_err,vec,retime-glob,pcu-stage,runhybrid_cycle,scheduled,igraph,pmu-stage,spatial_sha,time-out,VDAG-split,reserve-dag,runhybrid_success,VAFG,col,dedicated-dag,split-forward,runp2p_pass,OPS-Prog FU,ag-dce,PCU_Total,psim,VPCU-alloc,OPS-Fix,share-adctx,pracc,merge-algo,app,pattern,runp2p_dram_power,runhybrid_deadlock,dag,VDAG,fast,proute-opts,MC,pirArgs,vlink,codegen,simulate,net,retime-local,maxActive,runhybrid_pass,start-id,runp2p_rbw,DAG,nn,rtelm,tungsten,runproute_err,tokenout,vc,open,proute-algo,VBB-alloc,name,OPS-FU,link-prop,mapping,DAG_Total,OPS-Other,runp2p_cycle,gentst_time,PMU,VMC-split,notFit,debug,rtanal,topo,algo,genpir_err,sr,VAFG-alloc,VPCU-split,mergeTime_ms,split-thread,PMU_Total,maketst_time,VPCU,VPMU,reserve-pmu,runp2p_deadlock,OPS-Flt,dag-stage,constprop,split,lrange,pir_sha,vcLimit,routing-algo,runproute_time,VMC,backend,runp2p_success
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,7,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,52,False,False,,False,False,False,0.713465,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,9,MyDesign,4,9,False,True,False,True,32,False,1,0,0:21.55,16,0,False,25.07073874083106,True,,False,0.27kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,30,,False,True,bfs,GEMM_15,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,71.34645532137259,,0,1.8617,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,5741,106.791859896,9,7,,True,True,mesh,route_min_directed_valient,,True,1,52,,1,200,1:32.35,52,9,0,False,,6,True,True,True,a964d975,4,dor,,7,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,20,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,56,False,False,,False,False,False,0.827809,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,28,MyDesign,4,28,False,True,False,True,32,False,1,0,0:33.82,16,0,False,22.124379258574894,True,,False,0.15kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,56,,False,True,bfs,GEMM_16,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,82.78092158447858,,0,1.65562,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,4948,265.182052571,28,20,,True,True,mesh,route_min_directed_valient,,True,1,56,,1,200,3:40.29,56,28,0,False,,6,True,True,True,a964d975,4,dor,,20,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,7,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,27,False,False,,False,False,False,5.91694,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,9,MyDesign,4,11,False,True,False,True,32,False,1,0,0:24.00,16,0,False,35.13247316064218,True,,False,0.12kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,30,,False,True,bfs,GEMM_17,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,73.96171903214157,,0,22.8588,30,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,2769,153.18159151,11,7,,True,True,mesh,route_min_directed_valient,,True,1,57,,1,200,1:58.79,57,11,0,False,,6,True,True,True,a964d975,4,dor,,7,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,20,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,44,False,False,,False,False,False,6.41002,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,28,MyDesign,4,28,False,True,False,True,32,False,1,0,0:35.55,16,0,False,26.85646820945338,True,,False,0.07kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,56,,False,True,bfs,GEMM_18,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,80.12519561815337,,0,12.82,40,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,2556,347.20238792,28,20,,True,True,mesh,route_min_directed_valient,,True,1,84,,1,200,3:19.61,84,28,0,False,,6,True,True,True,a964d975,4,dor,,20,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,5,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,16,False,False,,False,False,False,1.42318,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,7,MyDesign,4,7,False,True,False,True,32,False,1,0,2:51.53,16,0,False,27.109001807692334,True,,False,0.27kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,19,,False,True,bfs,GEMM_19,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,97.84360138113749,,0,5.69272,15,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,46049,113.454593565,7,5,,True,True,mesh,route_min_directed_valient,,True,1,31,,1,200,1:07.57,31,7,0,False,,6,True,True,True,a964d975,4,dor,,5,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,10,False,False,,False,False,False,0.984039,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,5,MyDesign,4,6,False,True,False,True,32,False,1,0,2:13.25,16,0,False,26.60927371894718,True,,False,0.5kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,11,,False,True,bfs,GEMM_2,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,98.40387993813721,,0,3.93616,9,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,66599,92.564009553,6,3,,True,True,mesh,route_min_directed_valient,,True,1,19,,1,200,0:52.25,19,6,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,5,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,35,False,False,,False,False,False,3.95391,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,7,MyDesign,4,9,False,True,False,True,32,False,1,0,0:55.90,16,0,False,38.30542268189327,True,,False,0.3kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,31,,False,True,bfs,GEMM_20,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,93.4419306184012,,0,15.8156,30,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,16575,300.435227543,9,5,,True,True,mesh,route_min_directed_valient,,True,1,65,,1,200,2:36.30,65,9,0,False,,6,True,True,True,a964d975,4,dor,,5,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,15,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,164,False,False,,False,False,False,7.06588,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,21,MyDesign,4,27,False,True,False,True,32,False,1,0,4:12.23,16,0,False,34.62957861916873,True,,False,0.04kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,95,,False,True,bfs,GEMM_21,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,83.49326145552561,,0,21.1976,40,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,9275,1357.26484615,27,15,,True,True,mesh,route_min_directed_valient,,True,1,204,,1,200,7:00.31,204,27,0,False,,6,True,True,True,a964d975,4,dor,,15,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,15,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,33,False,False,,False,False,False,1.91609,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,21,MyDesign,4,21,False,True,False,True,32,False,1,0,5:15.45,16,0,False,27.185926084994225,True,,False,0.11kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,46,,False,True,bfs,GEMM_22,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,95.80446159693594,,0,5.74827,36,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,34203,391.798506213,21,15,,True,True,mesh,route_min_directed_valient,,True,1,69,,1,200,3:30.64,69,21,0,False,,6,True,True,True,a964d975,4,dor,,15,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,24,False,False,,False,False,False,0.43975,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,5,MyDesign,4,5,False,True,False,True,32,False,1,0,3:16.23,16,0,False,27.717549678396484,True,,False,0.76kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,15,,False,True,bfs,GEMM_23,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,98.25672683352346,,0,1.759,11,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,149030,113.92197711,5,3,,True,True,mesh,route_min_directed_valient,,True,1,35,,1,200,1:13.66,35,5,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,9,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,73,False,False,,False,False,False,0.864317,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,15,MyDesign,4,15,False,True,False,True,32,False,1,0,9:48.80,16,0,False,27.90340210191509,True,,False,0.13kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,45,,False,True,bfs,GEMM_24,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,96.56045579236125,,0,2.59295,33,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,75824,515.929805684,15,9,,True,True,mesh,route_min_directed_valient,,True,1,106,,1,200,3:55.31,106,15,0,False,,6,True,True,True,a964d975,4,dor,,9,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,5,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,9,False,False,,False,False,False,0.972806,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,7,MyDesign,4,7,False,True,False,True,32,False,1,0,1:51.88,16,0,False,27.569878669500305,True,,False,0.6kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,14,,False,True,bfs,GEMM_3,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,97.28060800380003,,0,3.89122,12,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,67368,48.718355635,7,5,,True,True,mesh,route_min_directed_valient,,True,1,21,,1,200,0:56.82,21,7,0,False,,6,True,True,True,a964d975,4,dor,,5,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,4,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,10,False,False,,False,False,False,0.982401,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,6,MyDesign,4,6,False,True,False,True,32,False,1,0,1:22.11,16,0,False,24.914324919571506,True,,False,0.81kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,13,,False,True,bfs,GEMM_4,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,4,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,98.2401439064608,,0,3.92961,11,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,66710,70.440990122,6,4,,True,True,mesh,route_min_directed_valient,,True,1,21,,1,200,0:41.67,21,6,0,False,,6,True,True,True,a964d975,4,dor,,4,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,7,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,27,False,False,,False,False,False,3.58826,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,9,MyDesign,4,11,False,True,False,True,32,False,1,0,2:00.70,16,0,False,35.882710150121454,True,,False,0.15kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,30,,False,True,bfs,GEMM_6,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,89.70652650021901,,0,14.353,30,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,18264,278.403110452,11,7,,True,True,mesh,route_min_directed_valient,,True,1,57,,1,200,1:17.87,57,11,0,False,,6,True,True,True,a964d975,4,dor,,7,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,18,False,False,,False,False,False,0.237436,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,5,MyDesign,4,5,False,True,False,True,32,False,1,0,0:23.29,16,0,False,24.088930469821094,True,,False,0.74kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,11,,False,True,bfs,GEMM_7,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,94.97420439394817,,0,0.779085,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,17251,55.949659691,5,3,,True,True,mesh,route_min_directed_valient,,True,1,18,,1,200,1:00.37,18,5,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,10,False,False,,False,False,False,1.82776,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,5,MyDesign,4,5,False,True,False,True,32,False,1,0,0:04.23,16,0,False,30.210719420893447,True,,False,0.53kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,11,,False,True,bfs,GEMM_8,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,91.38777331548415,,0,5.99732,9,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,2241,66.904056745,5,3,,True,True,mesh,route_min_directed_valient,,True,1,19,,1,200,0:57.04,19,5,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,10,False,False,,False,False,False,1.90423,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,5,MyDesign,4,6,False,True,False,True,32,False,1,0,0:25.63,16,0,False,30.23985047296464,True,,False,0.34kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,11,,False,True,bfs,GEMM_9,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,95.21152952115295,,0,7.61692,9,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,8604,111.627424459,6,3,,True,True,mesh,route_min_directed_valient,,True,1,19,,1,200,1:34.21,19,6,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,2,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,7,False,False,,False,False,False,2.90909,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,2,MyDesign,4,2,False,True,False,True,32,False,1,0,0:03.42,16,0,False,15.25974025974026,True,,False,0.03kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,7,,False,True,bfs,IfTest_0,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,36.36363636363637,,0,0.0,0,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,88,29.229416128,2,2,,True,True,mesh,route_min_directed_valient,,True,1,7,,1,200,0:34.90,7,2,0,False,,6,True,True,True,a964d975,4,dor,,2,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,1,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,2,False,False,,False,False,False,3.64413,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,2,MyDesign,4,2,False,True,False,True,32,False,1,0,0:04.11,16,0,False,16.152629497825227,True,,False,0.14kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,10,,False,True,bfs,InitSort_0,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,91.1032028469751,,0,3.18861,9,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,562,30.011187473,2,1,,True,True,mesh,route_min_directed_valient,,True,1,9,,1,200,0:37.44,9,2,0,False,,6,True,True,True,a964d975,4,dor,,1,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,1,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,4,False,False,,False,False,False,2.16949,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,2,MyDesign,4,2,False,True,False,True,32,False,1,0,0:01.32,16,0,False,22.12806026365348,True,,False,0.09kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,9,,False,True,bfs,InitSort_1,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,54.23728813559322,,0,0.0,5,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,118,13.674452659,2,1,,True,True,mesh,route_min_directed_valient,,True,1,7,,1,200,0:13.69,7,2,0,False,,6,True,True,True,a964d975,4,dor,,1,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,2,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,8,False,False,,False,False,False,4.69725,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,4,MyDesign,4,4,False,True,False,True,32,False,1,0,0:03.00,16,0,False,25.310307609282248,True,,False,0.04kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,18,,False,True,bfs,InitSort_2,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,58.71559633027523,,0,0.0,10,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,109,26.897899541,4,2,,True,True,mesh,route_min_directed_valient,,True,1,14,,1,200,0:46.92,14,4,0,False,,6,True,True,True,a964d975,4,dor,,2,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,12,False,False,,False,False,False,4.69725,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,6,MyDesign,4,6,False,True,False,True,32,False,1,0,0:02.03,16,0,False,22.492881999367288,True,,False,0.05kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,27,,False,True,bfs,InitSort_3,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,58.71559633027523,,0,0.0,19,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,109,66.163535656,6,3,,True,True,mesh,route_min_directed_valient,,True,1,29,,1,200,1:08.43,29,6,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,1,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,8,False,False,,False,False,False,2.75269,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,4,MyDesign,4,4,False,True,False,True,32,False,1,0,0:04.11,16,0,False,30.501792114695338,True,,False,0.05kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,13,,False,True,bfs,InitSort_4,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,1,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,68.81720430107526,,0,0.0,7,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,186,17.328165406,4,1,,True,True,mesh,route_min_directed_valient,,True,1,11,,1,200,0:23.13,11,4,0,False,,6,True,True,True,a964d975,4,dor,,1,Tst,True
4,True,False,,0,65536,pirTest,False,,512,H-hop,True,3,True,False,2020-03-30 22:05:30 -0700,True,1000000000,1,False,,27,False,False,,False,False,False,0.115954,,4,True,True,40,20,,4,6,,,True,dfs,1000000000.0,DDR4,,True,True,,False,12,MyDesign,4,12,False,True,False,True,32,False,1,0,9:22.42,16,0,False,28.800952747219323,True,,False,0.25kHz,,16,False,6,,False,False,6,c7547856,100,0,0,False,1,20,False,False,True,,True,200,False,14,,False,True,bfs,Kmeans_0,checkerboard,,False,True,0,True,-i100 -p100 -t1 -d100,3,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",2,True,False,hybrid,False,92.76281334484564,,0,0.927628,7,False,True,True,,5,4,False,route_min_directed_valient,,AccelMain,,db,True,40,,141298,152.572537039,12,3,,True,True,mesh,route_min_directed_valient,,True,1,34,,1,200,1:49.24,34,12,0,False,,6,True,True,True,a964d975,4,dor,,3,Tst,True
