bcread,prtime,runp2p_err,MC,backend,merge-forward,dag-stage,rundot,mem-tech,runp2p_wbw,maketst_err,runp2p_dram_power,vdot,proute-algo,tungsten,start-id,proute-seed,codegen,VMC,VPMU-alloc,pirArgs,VAFG,routing-cost,retime-buffer-only,debug-print,module,avgActive,runhybrid_cycle,runp2p_complete,dedicated-dag,VBB,vec,clock,pir_sha,simfreq,VBB-split,igraph,runp2p_time,runhybrid_pass,scheduled,freq,runp2p_cycle,topo,proute-q,simulate,lrange,merge,algo,arch,stat,runproute_err,run-tst,slink,vcLimit,runp2p_deadlock,open,memelm,runp2p_success,VPCU,runp2p_rbw,OPS-Prog FU,load,vc,runhybrid_rbw,VPMU-split,OPS-Flt,psim-q,vlink,VPCU-alloc,spatial_sha,col,reserve-pmu,save,app,MC_Total,DAG_Total,genpir,vfifo,debug,PMU,psim,run-proute,VMC-split,dag,nn,argout,VAFG-alloc,OPS-Fix,notFit,VDAG-split,mapping,split-forward,verbose,gentst_time,runhybrid_time,link-prop,OPS-FU,VPMU,word,retime-local,gentst_err,genpir_err,merge-algo,VPCU-split,run-psim,maketst_time,argin,VDAG,VDAG-alloc,PCU_Total,retime-exout,time-out,pcu-stage,split-thread,tokenout,constprop,pracc,runhybrid_success,PCU,project,dot,mdone,OPS-All,runproute_time,runhybrid_err,VBB-alloc,dupra,runhybrid_deadlock,VMC-alloc,pattern,flit-width,waveform,maxActive,runhybrid_complete,split-algo,reserve-pcu,net,retime-glob,runhybrid_wbw,time,mergeTime_ms,rtelm,OPS-Other,routing-algo,split,sr,proute-opts,runp2p_pass,PMU_Total,ag-dce,pmu-sram-size,runhybrid_dram_power,fifo-depth,succeeded,row,fast,name,trace,VAFG-split,share-adctx,pmu-stage,DAG
True,,,4,Tst,False,6,True,DDR4,0.451698,,,True,route_min_directed_valient,True,0,0,True,4,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,28.231529419048282,,True,False,,16,1000000000,afffacee,0.92kHz,,False,0:09.83,,False,1000000000.0,9068,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,28,1.42567,,False,4,,6,,1,2,17,eb63c002,20,0,True,GEMM_10,40,40,True,4,True,6,False,False,4,True,False,4,1,,,0,True,False,False,175.227016446,,db,,6,32,False,,,bfs,28,False,4:40.75,6,0,0,200,False,100,6,1,5,True,True,False,28,pirTest,True,True,,,,,False,False,4,checkerboard,512,True,90.33965593295103,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,7,Tst,False,6,True,DDR4,0.417065,,,True,route_min_directed_valient,True,0,0,True,7,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,25.2703956374662,,True,False,,16,1000000000,afffacee,1.07kHz,,False,0:09.22,,False,1000000000.0,9821,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,30,1.01008,,False,4,,9,,1,2,22,eb63c002,20,0,True,GEMM_11,40,40,True,4,True,9,False,False,7,True,False,4,1,,,0,True,False,False,135.607513283,,db,,9,32,False,,,bfs,30,False,3:02.27,6,0,0,200,False,100,6,1,5,True,True,False,30,pirTest,True,True,,,,,False,False,7,checkerboard,512,True,83.41309438957336,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,5,Tst,False,6,True,DDR4,0.416768,,,True,route_min_directed_valient,True,0,0,True,5,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,26.63653550750325,,True,False,,16,1000000000,afffacee,1.43kHz,,False,0:06.86,,False,1000000000.0,9828,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,32,0.989825,,False,4,,7,,1,2,18,eb63c002,20,0,True,GEMM_12,40,40,True,4,True,7,False,False,5,True,False,4,1,,,0,True,False,False,126.483338814,,db,,7,32,False,,,bfs,32,False,2:39.60,6,0,0,200,False,100,6,1,5,True,True,False,32,pirTest,True,True,,,,,False,False,5,checkerboard,512,True,83.35368335368335,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,12,Tst,False,6,True,DDR4,0.452947,,,True,route_min_directed_valient,True,0,0,True,12,20,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,18.155774263703048,,True,False,,16,1000000000,afffacee,0.32kHz,,False,0:27.97,,False,1000000000.0,9043,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,36,0.905894,,False,4,,20,,1,2,36,eb63c002,20,0,True,GEMM_13,40,40,True,4,True,20,False,False,12,True,False,4,1,,,0,True,False,False,307.575308881,,db,,20,32,False,,,bfs,36,False,7:13.27,6,0,0,200,False,100,6,1,5,True,True,False,36,pirTest,True,True,,,,,False,False,12,checkerboard,512,True,90.58940617051863,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,10,Tst,False,6,True,DDR4,0.440288,,,True,route_min_directed_valient,True,0,0,True,10,14,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,23.3126258723601,,True,False,,16,1000000000,afffacee,0.99kHz,,False,0:09.41,,False,1000000000.0,9303,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,28,0.908094,,False,4,,14,,1,2,28,eb63c002,20,0,True,GEMM_14,40,40,True,4,True,14,False,False,10,True,False,4,1,,,0,True,False,False,272.241303128,,db,,14,32,False,,,bfs,28,False,4:30.26,6,0,0,200,False,100,6,1,5,True,True,False,28,pirTest,True,True,,,,,False,False,10,checkerboard,512,True,88.05761582285284,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,7,Tst,False,6,True,DDR4,0.713465,,,True,route_min_directed_valient,True,0,0,True,7,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,25.07073874083106,,True,False,,16,1000000000,afffacee,0.52kHz,,False,0:11.05,,False,1000000000.0,5741,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,52,1.72792,,False,4,,9,,1,2,30,eb63c002,20,0,True,GEMM_15,40,40,True,4,True,9,False,False,7,True,False,4,1,,,0,True,False,False,310.760923448,,db,,9,32,False,,,bfs,52,False,6:06.55,6,0,0,200,False,100,6,1,5,True,True,False,52,pirTest,True,True,,,,,False,False,7,checkerboard,512,True,71.34645532137259,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,20,Tst,False,6,True,DDR4,0.827809,,,True,route_min_directed_valient,True,0,0,True,20,28,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,22.124379258574894,,True,False,,16,1000000000,afffacee,0.57kHz,,False,0:08.66,,False,1000000000.0,4948,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,56,1.65562,,False,4,,28,,1,2,56,eb63c002,20,0,True,GEMM_16,40,40,True,4,True,28,False,False,20,True,False,4,1,,,0,True,False,False,311.16772001,,db,,28,32,False,,,bfs,56,False,3:47.49,6,0,0,200,False,100,6,1,5,True,True,False,56,pirTest,True,True,,,,,False,False,20,checkerboard,512,True,82.78092158447858,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,7,Tst,False,6,True,DDR4,5.97085,,,True,route_min_directed_valient,True,0,0,True,7,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,35.4525576464352,,True,False,,16,1000000000,afffacee,0.23kHz,,False,0:11.80,,False,1000000000.0,2744,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,57,22.3907,,False,4,,11,,1,2,30,eb63c002,20,0,True,GEMM_17,40,40,True,4,True,11,False,False,7,True,False,4,1,,,0,True,False,False,388.918384901,,db,,11,32,False,,,bfs,57,False,5:03.20,6,0,0,200,False,100,6,1,5,True,True,False,27,pirTest,True,True,,,,,False,False,7,checkerboard,512,True,74.63556851311954,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,30
True,,,20,Tst,False,6,True,DDR4,6.41002,,,True,route_min_directed_valient,True,0,0,True,20,28,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,26.85646820945338,,True,False,,16,1000000000,afffacee,0.11kHz,,False,0:22.70,,False,1000000000.0,2556,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,84,12.82,,False,4,,28,,1,2,56,eb63c002,20,0,True,GEMM_18,40,40,True,4,True,28,False,False,20,True,False,4,1,,,0,True,False,False,481.740708655,,db,,28,32,False,,,bfs,84,False,10:57.00,6,0,0,200,False,100,6,1,5,True,True,False,44,pirTest,True,True,,,,,False,False,20,checkerboard,512,True,80.12519561815337,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,40
True,,,5,Tst,False,6,True,DDR4,1.42114,,,True,route_min_directed_valient,True,0,0,True,5,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,27.07020327967959,,True,False,,16,1000000000,afffacee,0.59kHz,,False,1:17.56,,False,1000000000.0,46115,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,31,5.68457,,False,4,,7,,1,2,19,eb63c002,20,0,True,GEMM_19,40,40,True,4,True,7,False,False,5,True,False,4,1,,,0,True,False,False,255.097746509,,db,,7,32,False,,,bfs,31,False,4:08.49,6,0,0,200,False,100,6,1,5,True,True,False,16,pirTest,True,True,,,,,False,False,5,checkerboard,512,True,97.70356716903393,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,15
True,,,3,Tst,False,6,True,DDR4,0.984039,,,True,route_min_directed_valient,True,0,0,True,3,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,26.60927371894718,,True,False,,16,1000000000,afffacee,1.05kHz,,False,1:03.58,,False,1000000000.0,66599,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,19,3.93616,,False,4,,6,,1,2,11,eb63c002,20,0,True,GEMM_2,40,40,True,4,True,6,False,False,3,True,False,4,1,,,0,True,False,False,79.505882389,,db,,6,32,False,,,bfs,19,False,3:56.80,6,0,0,200,False,100,6,1,5,True,True,False,10,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,98.40387993813721,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,9
True,,,5,Tst,False,6,True,DDR4,3.94795,,,True,route_min_directed_valient,True,0,0,True,5,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,38.247733792312104,,True,False,,16,1000000000,afffacee,0.52kHz,,False,0:32.03,,False,1000000000.0,16600,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,65,15.7918,,False,4,,9,,1,2,31,eb63c002,20,0,True,GEMM_20,40,40,True,4,True,9,False,False,5,True,False,4,1,,,0,True,False,False,271.911622118,,db,,9,32,False,,,bfs,65,False,6:02.74,6,0,0,200,False,100,6,1,5,True,True,False,35,pirTest,True,True,,,,,False,False,5,checkerboard,512,True,93.3012048192771,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,30
True,,,15,Tst,False,6,True,DDR4,7.42281,,,True,route_min_directed_valient,True,0,0,True,15,21,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,36.37890380482387,,True,False,,16,1000000000,afffacee,0.34kHz,,False,0:26.01,,False,1000000000.0,8829,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,204,22.2684,,False,4,,27,,1,2,95,eb63c002,20,0,True,GEMM_21,40,40,True,4,True,27,False,False,15,True,False,4,1,,,0,True,False,False,2511.981841452,,db,,27,32,False,,,bfs,204,False,5:15.16,6,0,0,200,False,100,6,1,5,True,True,False,164,pirTest,True,True,,,,,False,False,15,checkerboard,512,True,87.71095254275683,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,40
True,,,15,Tst,False,6,True,DDR4,1.91475,,,True,route_min_directed_valient,True,0,0,True,15,21,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,27.166863291701215,,True,False,,16,1000000000,afffacee,0.29kHz,,False,1:57.72,,False,1000000000.0,34227,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,69,5.74424,,False,4,,21,,1,2,46,eb63c002,20,0,True,GEMM_22,40,40,True,4,True,21,False,False,15,True,False,4,1,,,0,True,False,False,637.73703362,,db,,21,32,False,,,bfs,69,False,8:32.22,6,0,0,200,False,100,6,1,5,True,True,False,33,pirTest,True,True,,,,,False,False,15,checkerboard,512,True,95.73728343120928,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,36
True,,,3,Tst,False,6,True,DDR4,0.43975,,,True,route_min_directed_valient,True,0,0,True,3,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,27.717549678396484,,True,False,,16,1000000000,afffacee,1.73kHz,,False,1:26.01,,False,1000000000.0,149030,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,35,1.759,,False,4,,5,,1,2,15,eb63c002,20,0,True,GEMM_23,40,40,True,4,True,5,False,False,3,True,False,4,1,,,0,True,False,False,204.816495311,,db,,5,32,False,,,bfs,35,False,3:24.31,6,0,0,200,False,100,6,1,5,True,True,False,24,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,98.25672683352346,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,11
True,,,9,Tst,False,6,True,DDR4,0.864386,,,True,route_min_directed_valient,True,0,0,True,9,15,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,27.90561029011066,,True,False,,16,1000000000,afffacee,0.5kHz,,False,2:30.44,,False,1000000000.0,75818,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,106,2.59316,,False,4,,15,,1,2,45,eb63c002,20,0,True,GEMM_24,40,40,True,4,True,15,False,False,9,True,False,4,1,,,0,True,False,False,783.757765611,,db,,15,32,False,,,bfs,106,False,4:08.60,6,0,0,200,False,100,6,1,5,True,True,False,73,pirTest,True,True,,,,,False,False,9,checkerboard,512,True,96.568097285605,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,33
True,,,5,Tst,False,6,True,DDR4,0.973876,,,True,route_min_directed_valient,True,0,0,True,5,7,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,27.600195949221273,,True,False,,16,1000000000,afffacee,0.74kHz,,False,1:30.47,,False,1000000000.0,67294,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,21,3.8955,,False,4,,7,,1,2,14,eb63c002,20,0,True,GEMM_3,40,40,True,4,True,7,False,False,5,True,False,4,1,,,0,True,False,False,160.313073802,,db,,7,32,False,,,bfs,21,False,4:08.65,6,0,0,200,False,100,6,1,5,True,True,False,9,pirTest,True,True,,,,,False,False,5,checkerboard,512,True,97.38758284542456,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,12
True,,,4,Tst,False,6,True,DDR4,0.981975,,,True,route_min_directed_valient,True,0,0,True,4,6,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,24.90349893442538,,True,False,,16,1000000000,afffacee,1.84kHz,,False,0:36.25,,False,1000000000.0,66739,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,21,3.9279,,False,4,,6,,1,2,13,eb63c002,20,0,True,GEMM_4,40,40,True,4,True,6,False,False,4,True,False,4,1,,,0,True,False,False,118.879475586,,db,,6,32,False,,,bfs,21,False,2:03.38,6,0,0,200,False,100,6,1,5,True,True,False,10,pirTest,True,True,,,,,False,False,4,checkerboard,512,True,98.19745576049986,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,11
True,,,7,Tst,False,6,True,DDR4,3.59042,,,True,route_min_directed_valient,True,0,0,True,7,9,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,35.904334530313825,,True,False,,16,1000000000,afffacee,0.45kHz,,False,0:40.69,,False,1000000000.0,18253,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,57,14.3617,,False,4,,11,,1,2,30,eb63c002,20,0,True,GEMM_6,40,40,True,4,True,11,False,False,7,True,False,4,1,,,0,True,False,False,259.74980967,,db,,11,32,False,,,bfs,57,False,4:58.39,6,0,0,200,False,100,6,1,5,True,True,False,27,pirTest,True,True,,,,,False,False,7,checkerboard,512,True,89.76058730071769,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,30
True,,,3,Tst,False,6,True,DDR4,0.237436,,,True,route_min_directed_valient,True,0,0,True,3,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,24.088930469821094,,True,False,,16,1000000000,afffacee,1.1kHz,,False,0:15.73,,False,1000000000.0,17251,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,18,0.779085,,False,4,,5,,1,2,11,eb63c002,20,0,True,GEMM_7,40,40,True,4,True,5,False,False,3,True,False,4,1,,,0,True,False,False,118.18614969,,db,,5,32,False,,,bfs,18,False,3:01.26,6,0,0,200,False,100,6,1,5,True,True,False,18,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,94.97420439394817,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,3,Tst,False,6,True,DDR4,1.82776,,,True,route_min_directed_valient,True,0,0,True,3,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,30.210719420893447,,True,False,,16,1000000000,afffacee,0.61kHz,,False,0:03.65,,False,1000000000.0,2241,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,19,5.99732,,False,4,,5,,1,2,11,eb63c002,20,0,True,GEMM_8,40,40,True,4,True,5,False,False,3,True,False,4,1,,,0,True,False,False,99.945055902,,db,,5,32,False,,,bfs,19,False,1:51.90,6,0,0,200,False,100,6,1,5,True,True,False,10,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,91.38777331548415,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,9
True,,,3,Tst,False,6,True,DDR4,1.91089,,,True,route_min_directed_valient,True,0,0,True,3,5,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,30.345658207299714,,True,False,,16,1000000000,afffacee,1.3kHz,,False,0:06.62,,False,1000000000.0,8574,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,19,7.64357,,False,4,,6,,1,2,11,eb63c002,20,0,True,GEMM_9,40,40,True,4,True,6,False,False,3,True,False,4,1,,,0,True,False,False,88.349489388,,db,,6,32,False,,,bfs,19,False,2:43.04,6,0,0,200,False,100,6,1,5,True,True,False,10,pirTest,True,True,,,,,False,False,3,checkerboard,512,True,95.54466993235363,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,9
True,,,2,Tst,False,6,True,DDR4,2.90909,,,True,route_min_directed_valient,True,0,0,True,2,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,15.25974025974026,,True,False,,16,1000000000,afffacee,0.13kHz,,False,0:00.70,,False,1000000000.0,88,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,7,0.0,,False,4,,2,,1,2,7,eb63c002,20,0,True,IfTest_0,40,40,True,4,True,2,False,False,2,True,False,4,1,,,0,True,False,False,69.160323457,,db,,2,32,False,,,bfs,7,False,1:13.65,6,0,0,200,False,100,6,1,5,True,True,False,7,pirTest,True,True,,,,,False,False,2,checkerboard,512,True,36.36363636363637,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,0
True,,,1,Tst,False,6,True,DDR4,3.64413,,,True,route_min_directed_valient,True,0,0,True,1,2,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",1,H-hop,False,True,False,16.152629497825227,,True,False,,16,1000000000,afffacee,0.6kHz,,False,0:00.93,,False,1000000000.0,562,mesh,4,False,True,False,route_min_directed_valient,MyDesign,True,,False,4,4,False,False,False,True,9,3.18861,,False,4,,2,,1,2,10,eb63c002,20,0,True,InitSort_0,40,40,True,4,True,2,False,False,1,True,False,4,1,,,0,True,False,False,61.23866774,,db,,2,32,False,,,bfs,9,False,0:53.55,6,0,0,200,False,100,6,1,5,True,True,False,2,pirTest,True,True,,,,,False,False,1,checkerboard,512,True,91.1032028469751,False,dfs,0,hybrid,False,,2020-03-12 14:15:01 -0700,,True,,dor,True,True,-i100 -p100 -t1 -d100,True,200,True,65536,,16,True,20,True,AccelMain,False,1,False,6,9
