sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
9cb66b73,2019-06-27 13:32:13,GEMM_12,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_12/log/mappir.log,../gen/MDHTst_pirTest/GEMM_12/log/runpir.log,../gen/MDHTst_pirTest/GEMM_12/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_12/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_12/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_12/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_12/log/runproute.log,../gen/MDHTst_pirTest/GEMM_12/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_12/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_12/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_12/log/,../gen/MDHTst_pirTest/GEMM_12/log/gentst.log,../gen/MDHTst_pirTest/GEMM_12/log/maketst.log,../gen/MDHTst_pirTest/GEMM_12/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,125952,99182,5.00,0,111430,0.0000,0.0000,0.0000,10,-nan,0.0000,,36.087860694,,0:46.59,27872,,True,False,True,0.0,0.588,0.147,0:46.62,True
9cb66b73,2019-06-27 13:32:13,GEMM_13,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_13/log/mappir.log,../gen/MDHTst_pirTest/GEMM_13/log/runpir.log,../gen/MDHTst_pirTest/GEMM_13/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_13/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_13/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_13/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_13/log/runproute.log,../gen/MDHTst_pirTest/GEMM_13/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_13/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_13/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_13/log/,../gen/MDHTst_pirTest/GEMM_13/log/gentst.log,../gen/MDHTst_pirTest/GEMM_13/log/maketst.log,../gen/MDHTst_pirTest/GEMM_13/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,0,172826,6.50,0,83792,0.0000,0.0000,0.0000,13,-nan,0.0000,,62.695917361,,1:48.67,26074,,True,False,True,0.0,0.628,0.157,2:52.33,True
9cb66b73,2019-06-27 13:32:13,GEMM_14,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_14/log/mappir.log,../gen/MDHTst_pirTest/GEMM_14/log/runpir.log,../gen/MDHTst_pirTest/GEMM_14/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_14/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_14/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_14/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_14/log/runproute.log,../gen/MDHTst_pirTest/GEMM_14/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_14/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_14/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_14/log/,../gen/MDHTst_pirTest/GEMM_14/log/gentst.log,../gen/MDHTst_pirTest/GEMM_14/log/maketst.log,../gen/MDHTst_pirTest/GEMM_14/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,0,281195,6.00,0,78668,0.0000,0.0000,0.0000,12,-nan,0.0000,,69.046392861,,0:55.93,26792,,True,False,True,0.0,0.612,0.153,0:49.33,True
9cb66b73,2019-06-27 13:32:13,GEMM_15,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_15/log/mappir.log,../gen/MDHTst_pirTest/GEMM_15/log/runpir.log,../gen/MDHTst_pirTest/GEMM_15/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_15/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_15/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_15/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_15/log/runproute.log,../gen/MDHTst_pirTest/GEMM_15/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_15/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_15/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_15/log/,../gen/MDHTst_pirTest/GEMM_15/log/gentst.log,../gen/MDHTst_pirTest/GEMM_15/log/maketst.log,../gen/MDHTst_pirTest/GEMM_15/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,120832,147076,5.50,0,110920,0.0000,0.0000,0.0000,11,-nan,0.0000,,82.457751365,,1:37.14,16522,,True,False,True,0.0,0.992,0.248,1:49.77,True
9cb66b73,2019-06-27 13:32:13,GEMM_16,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_16/log/mappir.log,../gen/MDHTst_pirTest/GEMM_16/log/runpir.log,../gen/MDHTst_pirTest/GEMM_16/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_16/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_16/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_16/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_16/log/runproute.log,../gen/MDHTst_pirTest/GEMM_16/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_16/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_16/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_16/log/,../gen/MDHTst_pirTest/GEMM_16/log/gentst.log,../gen/MDHTst_pirTest/GEMM_16/log/maketst.log,../gen/MDHTst_pirTest/GEMM_16/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,87,0,409934,9.23,3,78680,0.0007,0.0020,0.0002,17,44.44,0.0002,,92.002781724,,3:02.20,,"Command terminated by signal 11
",,False,False,,,,0:00.72,False
9cb66b73,2019-06-27 13:32:13,GEMM_17,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_17/log/mappir.log,../gen/MDHTst_pirTest/GEMM_17/log/runpir.log,../gen/MDHTst_pirTest/GEMM_17/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_17/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_17/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_17/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_17/log/runproute.log,../gen/MDHTst_pirTest/GEMM_17/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_17/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_17/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_17/log/,../gen/MDHTst_pirTest/GEMM_17/log/gentst.log,../gen/MDHTst_pirTest/GEMM_17/log/maketst.log,../gen/MDHTst_pirTest/GEMM_17/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,540928,121892,8.50,0,163464,0.0000,0.0000,0.0000,17,-nan,0.0000,,80.968787445,,2:37.62,11038,,True,False,True,0.0,5.937,1.484,0:23.15,True
9cb66b73,2019-06-27 13:32:13,GEMM_18,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_18/log/mappir.log,../gen/MDHTst_pirTest/GEMM_18/log/runpir.log,../gen/MDHTst_pirTest/GEMM_18/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_18/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_18/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_18/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_18/log/runproute.log,../gen/MDHTst_pirTest/GEMM_18/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_18/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_18/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_18/log/,../gen/MDHTst_pirTest/GEMM_18/log/gentst.log,../gen/MDHTst_pirTest/GEMM_18/log/maketst.log,../gen/MDHTst_pirTest/GEMM_18/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,86,274752,102168,11.09,4,72472,0.0020,0.0039,0.0005,19,25.00,0.0005,,82.61234825,,4:21.90,,"Command terminated by signal 11
",,False,False,,,,0:01.37,False
9cb66b73,2019-06-27 13:32:13,GEMM_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_2/log/mappir.log,../gen/MDHTst_pirTest/GEMM_2/log/runpir.log,../gen/MDHTst_pirTest/GEMM_2/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_2/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_2/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_2/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_2/log/runproute.log,../gen/MDHTst_pirTest/GEMM_2/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_2/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_2/log/,../gen/MDHTst_pirTest/GEMM_2/log/gentst.log,../gen/MDHTst_pirTest/GEMM_2/log/maketst.log,../gen/MDHTst_pirTest/GEMM_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,2679808,327716,5.00,0,1093892,0.0000,0.0000,0.0000,10,-nan,0.0000,,33.696008916,,0:56.33,191946,,True,False,True,2.474,1.366,0.341,10:51.51,True
9cb66b73,2019-06-27 13:32:13,GEMM_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_3/log/mappir.log,../gen/MDHTst_pirTest/GEMM_3/log/runpir.log,../gen/MDHTst_pirTest/GEMM_3/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_3/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_3/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_3/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_3/log/runproute.log,../gen/MDHTst_pirTest/GEMM_3/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_3/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_3/log/,../gen/MDHTst_pirTest/GEMM_3/log/gentst.log,../gen/MDHTst_pirTest/GEMM_3/log/maketst.log,../gen/MDHTst_pirTest/GEMM_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,1090560,334392,5.50,0,418054,0.0000,0.0000,0.0000,11,-nan,0.0000,,29.705824327,,0:54.29,195378,,True,False,True,2.33,1.342,0.335,11:45.52,True
9cb66b73,2019-06-27 13:32:13,GEMM_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_4/log/mappir.log,../gen/MDHTst_pirTest/GEMM_4/log/runpir.log,../gen/MDHTst_pirTest/GEMM_4/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_4/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_4/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_4/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_4/log/runproute.log,../gen/MDHTst_pirTest/GEMM_4/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_4/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_4/log/,../gen/MDHTst_pirTest/GEMM_4/log/gentst.log,../gen/MDHTst_pirTest/GEMM_4/log/maketst.log,../gen/MDHTst_pirTest/GEMM_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,901120,532273,6.00,0,524549,0.0000,0.0000,0.0000,12,-nan,0.0000,,31.590822069,,0:51.07,191848,,True,False,True,2.46,1.366,0.342,10:25.68,True
9cb66b73,2019-06-27 13:32:13,GEMM_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_6/log/mappir.log,../gen/MDHTst_pirTest/GEMM_6/log/runpir.log,../gen/MDHTst_pirTest/GEMM_6/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_6/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_6/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_6/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_6/log/runproute.log,../gen/MDHTst_pirTest/GEMM_6/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_6/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_6/log/,../gen/MDHTst_pirTest/GEMM_6/log/gentst.log,../gen/MDHTst_pirTest/GEMM_6/log/maketst.log,../gen/MDHTst_pirTest/GEMM_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,3604992,993770,10.00,0,1019144,0.0000,0.0000,0.0000,20,-nan,0.0000,,85.192790785,,2:18.61,80463,,True,False,True,0.0,3.258,0.814,5:32.86,True
9cb66b73,2019-06-27 13:32:13,GEMM_7,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_7/log/mappir.log,../gen/MDHTst_pirTest/GEMM_7/log/runpir.log,../gen/MDHTst_pirTest/GEMM_7/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_7/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_7/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_7/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_7/log/runproute.log,../gen/MDHTst_pirTest/GEMM_7/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_7/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_7/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_7/log/,../gen/MDHTst_pirTest/GEMM_7/log/gentst.log,../gen/MDHTst_pirTest/GEMM_7/log/maketst.log,../gen/MDHTst_pirTest/GEMM_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,180224,77720,4.50,0,116548,0.0000,0.0000,0.0000,9,-nan,0.0000,,28.342926227,,0:43.12,49759,,True,False,True,0.0,0.329,0.082,3:55.64,True
9cb66b73,2019-06-27 13:32:13,GEMM_8,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_8/log/mappir.log,../gen/MDHTst_pirTest/GEMM_8/log/runpir.log,../gen/MDHTst_pirTest/GEMM_8/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_8/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_8/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_8/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_8/log/runproute.log,../gen/MDHTst_pirTest/GEMM_8/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_8/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_8/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_8/log/,../gen/MDHTst_pirTest/GEMM_8/log/gentst.log,../gen/MDHTst_pirTest/GEMM_8/log/maketst.log,../gen/MDHTst_pirTest/GEMM_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,37888,10400,4.50,0,24516,0.0000,0.0000,0.0000,9,-nan,0.0000,,27.732948143,,0:46.55,5961,,True,False,True,0.0,2.749,0.687,0:34.43,True
9cb66b73,2019-06-27 13:32:13,GEMM_9,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_9/log/mappir.log,../gen/MDHTst_pirTest/GEMM_9/log/runpir.log,../gen/MDHTst_pirTest/GEMM_9/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_9/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_9/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_9/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_9/log/runproute.log,../gen/MDHTst_pirTest/GEMM_9/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_9/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_9/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_9/log/,../gen/MDHTst_pirTest/GEMM_9/log/gentst.log,../gen/MDHTst_pirTest/GEMM_9/log/maketst.log,../gen/MDHTst_pirTest/GEMM_9/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,295680,56354,5.00,0,158596,0.0000,0.0000,0.0000,10,-nan,0.0000,,33.463354362,,0:55.22,27942,,True,False,True,0.0,2.345,0.586,1:42.93,True
9cb66b73,2019-06-27 13:32:13,Kmeans_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_0/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_0/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_0/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_0/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_0/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_0/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_0/log/,../gen/MDHTst_pirTest/Kmeans_0/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_0/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,55003032,13000970,4.50,0,31002924,0.0000,0.0000,0.0000,9,-nan,0.0000,,36.91848878,,1:23.17,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,Kmeans_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_1/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_1/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_1/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_1/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_1/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_1/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_1/log/,../gen/MDHTst_pirTest/Kmeans_1/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_1/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,8999984,69041152,4.00,0,40016752,0.0000,0.0000,0.0000,8,-nan,0.0000,,31.568338083,,1:10.33,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,Kmeans_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_2/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_2/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_2/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_2/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_2/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_2/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_2/log/,../gen/MDHTst_pirTest/Kmeans_2/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_2/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,100004528,44001452,4.50,0,64002956,0.0000,0.0000,0.0000,9,-nan,0.0000,,62.038392473,,2:21.82,764989,,True,False,True,2.1,0.707,0.021,28:55.02,True
9cb66b73,2019-06-27 13:32:13,Kmeans_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_3/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_3/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_3/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_3/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_3/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_3/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_3/log/,../gen/MDHTst_pirTest/Kmeans_3/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_3/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,99006608,39002880,7.00,0,60004992,0.0000,0.0000,0.0000,14,-nan,0.0000,,51.381793477,,2:29.54,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,Kmeans_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_4/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_4/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_4/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_4/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_4/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_4/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_4/log/,../gen/MDHTst_pirTest/Kmeans_4/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_4/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,218022976,50007872,7.00,0,87010120,0.0000,0.0000,0.0000,14,-nan,0.0000,,58.733233424,,3:34.15,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,Kmeans_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_5/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_5/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_5/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_5/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_5/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_5/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_5/log/,../gen/MDHTst_pirTest/Kmeans_5/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_5/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,240014288,95003376,7.50,0,110005296,0.0000,0.0000,0.0000,15,-nan,0.0000,,92.891413235,,5:09.77,,,,False,False,,,,,False
9cb66b73,2019-06-27 13:32:13,Kmeans_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_6/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_6/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_6/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_6/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_6/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_6/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_6/log/,../gen/MDHTst_pirTest/Kmeans_6/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_6/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,225024992,41007904,7.00,0,88010640,0.0000,0.0000,0.0000,14,-nan,0.0000,,56.884262071,,3:03.15,,,,False,False,,,,,False
