runp2p_err,VBB,runhybrid_rbw,retime-buffer-only,run-tst,gentst_err,VPCU,genpir_err,routing-algo,arch,pir_sha,routing-cost,backend,runhybrid_time,DAG_Total,rundot,row,VPMU,reserve-pmu,waveform,codegen,rtelm,split-forward,mdone,split,run-proute,dedicated-dag,prtime,retime-exout,dupra,runproute_err,app,load,MC,MC_Total,fast,trace,freq,constprop,reserve-dag,runhybrid_complete,maketst_err,merge-algo,avgActive,runhybrid_wbw,memelm,simulate,flit-width,split-thread,VAFG,project,spatial_sha,VPMU-split,save,runhybrid_pass,notFit,vlink,OPS-Prog FU,debug,sr,name,PMU,col,mapping,rtelm-unsafe,rtanal,run-psim,clock,module,proute-opts,runp2p_wbw,VPCU-alloc,runhybrid_dram_power,pattern,reserve-pcu,runp2p_time,VDAG-split,fifo-depth,nn,VAFG-alloc,tungsten,ag-dce,slink,maxActive,verbose,runp2p_dram_power,net,stat,VPMU-alloc,start-id,genpir,topo,runp2p_pass,pmu-sram-size,open,time-out,OPS-All,OPS-Fix,runp2p_success,mergeTime_ms,link-prop,psim,runhybrid_err,PCU,retime-glob,VBB-split,runp2p_deadlock,bcread,tokenout,maketst_time,dag,vfifo,share-adctx,scheduled,argout,runp2p_cycle,argin,OPS-Flt,VMC-split,proute-seed,debug-print,runp2p_rbw,runhybrid_deadlock,DAG,OPS-FU,psim-q,vec,succeeded,dag-stage,vdot,pirArgs,pcu-stage,OPS-Other,simfreq,lrange,pmu-stage,vc,VMC,PCU_Total,time,proute-algo,runp2p_complete,retime-local,PMU_Total,VBB-alloc,VAFG-split,runproute_time,runhybrid_success,gentst_time,VDAG-alloc,vcLimit,merge-forward,VDAG,word,mem-tech,igraph,runhybrid_cycle,algo,proute-q,dot,pracc,merge,VMC-alloc,VPCU-split,split-algo
,,,False,False,,204,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,27,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_21,False,15,40,True,False,1000000000.0,True,0,False,,bfs,34.77957137983649,,False,False,512,1,1,pirTest,02cc5bc3,27,True,,,2,,True,True,AccelMain,27,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,7.09648,95,,checkerboard,0,2:16.80,0,16,False,1,True,True,4,83.85489983757445,False,,hybrid,True,21,0,True,mesh,True,65536,False,100,,,True,,db,False,,164,False,,False,True,5,7:37.48,True,4,False,False,4,9235,6,,15,0,True,21.2894,False,40,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.07kHz,True,6,4,15,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,1364.53550644,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,15,204,dfs
,,,False,False,,69,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,21,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_22,False,15,40,True,False,1000000000.0,True,0,False,,bfs,27.185926084994225,,False,False,512,1,1,pirTest,02cc5bc3,21,True,,,2,,True,True,AccelMain,21,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,1.91609,46,,checkerboard,0,4:05.25,0,16,False,1,True,True,4,95.80446159693594,False,,hybrid,True,21,0,True,mesh,True,65536,False,100,,,True,,db,False,,33,False,,False,True,5,3:09.24,True,4,False,False,4,34203,6,,15,0,True,5.74827,False,36,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.14kHz,True,6,4,15,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,445.149782121,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,15,69,dfs
,,,False,False,,35,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,5,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_23,False,3,40,True,False,1000000000.0,True,0,False,,bfs,27.717549678396484,,False,False,512,1,1,pirTest,02cc5bc3,5,True,,,2,,True,True,AccelMain,5,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.43975,15,,checkerboard,0,2:51.55,0,16,False,1,True,True,4,98.25672683352346,False,,hybrid,True,5,0,True,mesh,True,65536,False,100,,,True,,db,False,,24,False,,False,True,5,0:47.24,True,4,False,False,4,149030,6,,3,0,True,1.759,False,11,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.87kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,96.265736288,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,35,dfs
,,,False,False,,106,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,15,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_24,False,9,40,True,False,1000000000.0,True,0,False,,bfs,27.90377010901191,,False,False,512,1,1,pirTest,02cc5bc3,15,True,,,2,,True,True,AccelMain,15,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.864329,45,,checkerboard,0,2:05.18,0,16,False,1,True,True,4,96.56172929058465,False,,hybrid,True,15,0,True,mesh,True,65536,False,100,,,True,,db,False,,73,False,,False,True,5,1:08.21,True,4,False,False,4,75823,6,,9,0,True,2.59299,False,33,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.61kHz,True,6,4,9,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,206.103472783,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,9,106,dfs
,,,False,False,,21,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,7,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_3,False,5,40,True,False,1000000000.0,True,0,False,,bfs,27.59281534060638,,False,False,512,1,1,pirTest,02cc5bc3,7,True,,,2,,True,True,AccelMain,7,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.973615,14,,checkerboard,0,1:24.16,0,16,False,1,True,True,4,97.36154028999287,False,,hybrid,True,7,0,True,mesh,True,65536,False,100,,,True,,db,False,,9,False,,False,True,5,0:51.36,True,4,False,False,4,67312,6,,5,0,True,3.89446,False,12,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.8kHz,True,6,4,5,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,93.092665509,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,5,21,dfs
,,,False,False,,21,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,6,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_4,False,4,40,True,False,1000000000.0,True,0,False,,bfs,24.9027526615516,,False,False,512,1,1,pirTest,02cc5bc3,6,True,,,2,,True,True,AccelMain,6,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.981945,13,,checkerboard,0,1:28.47,0,16,False,1,True,True,4,98.19451311787357,False,,hybrid,True,6,0,True,mesh,True,65536,False,100,,,True,,db,False,,10,False,,False,True,5,1:11.51,True,4,False,False,4,66741,6,,4,0,True,3.92778,False,11,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.75kHz,True,6,4,4,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,108.891315531,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,4,21,dfs
,,,False,False,,57,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,11,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_6,False,7,40,True,False,1000000000.0,True,0,False,,bfs,35.904334530313825,,False,False,512,1,1,pirTest,02cc5bc3,11,True,,,2,,True,True,AccelMain,11,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,3.59042,30,,checkerboard,0,0:31.53,0,16,False,1,True,True,4,89.76058730071769,False,,hybrid,True,9,0,True,mesh,True,65536,False,100,,,True,,db,False,,27,False,,False,True,5,1:17.95,True,4,False,False,4,18253,6,,7,0,True,14.3617,False,30,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.58kHz,True,6,4,7,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,137.72064673,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,7,57,dfs
,,,False,False,,18,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,5,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_7,False,3,40,True,False,1000000000.0,True,0,False,,bfs,12.763045838161062,,False,False,512,1,1,pirTest,02cc5bc3,5,True,,,2,,True,True,AccelMain,5,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.122763,11,,checkerboard,0,0:14.17,0,16,False,1,True,True,4,49.1053499175783,False,,hybrid,True,5,0,True,mesh,True,65536,False,100,,,True,,db,False,,18,False,,False,True,5,1:08.46,True,4,False,False,4,33365,6,,3,0,True,0.402817,False,0,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,2.35kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,50.575744901,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,18,dfs
,,,False,False,,19,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,5,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_8,False,3,40,True,False,1000000000.0,True,0,False,,bfs,30.210719420893447,,False,False,512,1,1,pirTest,02cc5bc3,5,True,,,2,,True,True,AccelMain,5,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,1.82776,11,,checkerboard,0,0:04.98,0,16,False,1,True,True,4,91.38777331548415,False,,hybrid,True,5,0,True,mesh,True,65536,False,100,,,True,,db,False,,10,False,,False,True,5,0:42.17,True,4,False,False,4,2241,6,,3,0,True,5.99732,False,9,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.45kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,63.104588299,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,19,dfs
,,,False,False,,19,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,6,0,True,True,True,False,True,True,False,False,,False,False,,GEMM_9,False,3,40,True,False,1000000000.0,True,0,False,,bfs,30.39884022308538,,False,False,512,1,1,pirTest,02cc5bc3,6,True,,,2,,True,True,AccelMain,6,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,1.91424,11,,checkerboard,0,0:20.46,0,16,False,1,True,True,4,95.71211590139035,False,,hybrid,True,5,0,True,mesh,True,65536,False,100,,,True,,db,False,,10,False,,False,True,5,1:44.25,True,4,False,False,4,8559,6,,3,0,True,7.65697,False,9,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.42kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,74.486559561,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,19,dfs
,,,False,False,,7,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,2,0,True,True,True,False,True,True,False,False,,False,False,,IfTest_0,False,2,40,True,False,1000000000.0,True,0,False,,bfs,15.25974025974026,,False,False,512,1,1,pirTest,02cc5bc3,2,True,,,2,,True,True,AccelMain,2,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.90909,7,,checkerboard,0,0:01.41,0,16,False,1,True,True,4,36.36363636363637,False,,hybrid,True,2,0,True,mesh,True,65536,False,100,,,True,,db,False,,7,False,,False,True,5,0:22.17,True,4,False,False,4,88,6,,2,0,True,0.0,False,0,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.06kHz,True,6,4,2,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,19.581197525,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,2,7,dfs
,,,False,False,,10,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,2,0,True,True,True,False,True,True,False,False,,False,False,,InitSort_0,False,1,40,True,False,1000000000.0,True,0,False,,bfs,15.381828064136245,,False,False,512,1,1,pirTest,02cc5bc3,2,True,,,2,,True,True,AccelMain,2,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,3.52496,11,,checkerboard,0,0:03.88,0,16,False,1,True,True,4,88.12392426850258,False,,hybrid,True,2,0,True,mesh,True,65536,False,100,,,True,,db,False,,2,False,,False,True,5,0:29.75,True,4,False,False,4,581,6,,1,0,True,3.08434,False,10,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.15kHz,True,6,4,1,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,20.781658695,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,1,10,dfs
,,,False,False,,8,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,2,0,True,True,True,False,True,True,False,False,,False,False,,InitSort_1,False,1,40,True,False,1000000000.0,True,0,False,,bfs,20.964175143741706,,False,False,512,1,1,pirTest,02cc5bc3,2,True,,,2,,True,True,AccelMain,2,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.15126,10,,checkerboard,0,0:01.47,0,16,False,1,True,True,4,53.78151260504202,False,,hybrid,True,2,0,True,mesh,True,65536,False,100,,,True,,db,False,,5,False,,False,True,5,0:20.69,True,4,False,False,4,119,6,,1,0,True,0.0,False,5,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.08kHz,True,6,4,1,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,21.35665877,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,1,8,dfs
,,,False,False,,16,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,4,0,True,True,True,False,True,True,False,False,,False,False,,InitSort_2,False,2,40,True,False,1000000000.0,True,0,False,,bfs,23.46230158730159,,False,False,512,1,1,pirTest,02cc5bc3,4,True,,,2,,True,True,AccelMain,4,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,4.57143,20,,checkerboard,0,0:01.83,0,16,False,1,True,True,4,57.142857142857146,False,,hybrid,True,4,0,True,mesh,True,65536,False,100,,,True,,db,False,,10,False,,False,True,5,0:26.93,True,4,False,False,4,112,6,,2,0,True,0.0,False,10,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.06kHz,True,6,4,2,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,25.838524808,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,2,16,dfs
,,,False,False,,32,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,6,0,True,True,True,False,True,True,False,False,,False,False,,InitSort_3,False,3,40,True,False,1000000000.0,True,0,False,,bfs,20.989461358313815,,False,False,512,1,1,pirTest,02cc5bc3,6,True,,,2,,True,True,AccelMain,6,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,4.57143,30,,checkerboard,0,0:01.39,0,16,False,1,True,True,4,57.142857142857146,False,,hybrid,True,6,0,True,mesh,True,65536,False,100,,,True,,db,False,,15,False,,False,True,5,1:06.14,True,4,False,False,4,112,6,,3,0,True,0.0,False,19,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.08kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,47.355023012,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,32,dfs
,,,False,False,,12,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,4,0,True,True,True,False,True,True,False,False,,False,False,,InitSort_4,False,1,40,True,False,1000000000.0,True,0,False,,bfs,29.185867895545314,,False,False,512,1,1,pirTest,02cc5bc3,4,True,,,2,,True,True,AccelMain,4,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,2.70899,14,,checkerboard,0,0:04.13,0,16,False,1,True,True,4,67.72486772486772,False,,hybrid,True,4,0,True,mesh,True,65536,False,100,,,True,,db,False,,9,False,,False,True,5,0:55.81,True,4,False,False,4,189,6,,1,0,True,0.0,False,7,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.05kHz,True,6,4,1,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,31.556423994,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,1,12,dfs
,,,False,False,,34,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,12,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_0,False,3,40,True,False,1000000000.0,True,0,False,,bfs,28.800952747219323,,False,False,512,1,1,pirTest,02cc5bc3,12,True,,,2,,True,True,AccelMain,12,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.115954,14,,checkerboard,0,3:45.07,0,16,False,1,True,True,4,92.76281334484564,False,,hybrid,True,12,0,True,mesh,True,65536,False,100,,,True,,db,False,,27,False,,False,True,5,1:28.08,True,4,False,False,4,141298,6,,3,0,True,0.927628,False,7,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.63kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,112.337539077,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,34,dfs
,,,False,False,,32,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,11,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_1,False,3,40,True,False,1000000000.0,True,0,False,,bfs,1.9225832213173084,,False,False,512,1,1,pirTest,02cc5bc3,11,True,,,2,,True,True,AccelMain,11,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.000518194,14,,checkerboard,0,4:46:45,0,16,False,1,True,True,4,6.632883687831106,False,,hybrid,True,11,0,True,mesh,True,65536,False,100,,,True,,db,False,,32,False,,False,True,5,2:07.70,True,4,False,False,4,31617500,6,,3,0,True,0.00414555,False,0,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,1.84kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,119.99951752,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,32,dfs
,,,False,False,,48,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,17,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_2,False,3,40,True,False,1000000000.0,True,0,False,,bfs,32.50666124037036,,False,False,512,1,1,pirTest,02cc5bc3,17,True,,,2,,True,True,AccelMain,17,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.226916,19,,checkerboard,0,4:20.34,0,16,False,1,True,True,4,90.76631164910046,False,,hybrid,True,15,0,True,mesh,True,65536,False,100,,,True,,db,False,,38,False,,False,True,5,2:06.13,True,4,False,False,4,72203,6,,3,0,True,1.81533,False,10,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.28kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,204.422142307,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,48,dfs
,,,False,False,,42,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,13,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_3,False,3,40,True,False,1000000000.0,True,0,False,,bfs,23.846090665776295,,False,False,512,1,1,pirTest,02cc5bc3,13,True,,,2,,True,True,AccelMain,13,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.116159,16,,checkerboard,0,5:29.72,0,16,False,1,True,True,4,92.92723044637286,False,,hybrid,True,12,0,True,mesh,True,65536,False,100,,,True,,db,False,,32,False,,False,True,5,2:01.62,True,4,False,False,4,141048,6,,3,0,True,0.929272,False,10,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.43kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,164.262420391,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,42,dfs
,,,False,False,,45,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,15,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_4,False,3,40,True,False,1000000000.0,True,0,False,,bfs,25.93101717943633,,False,False,512,1,1,pirTest,02cc5bc3,15,True,,,2,,True,True,AccelMain,15,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.116138,15,,checkerboard,0,6:13.80,0,16,False,1,True,True,4,92.91076251302518,False,,hybrid,True,12,0,True,mesh,True,65536,False,100,,,True,,db,False,,38,False,,False,True,5,3:43.81,True,4,False,False,4,141073,6,,3,0,True,0.929108,False,7,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.38kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,231.93089291,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,45,dfs
,,,False,False,,62,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,18,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_5,False,3,40,True,False,1000000000.0,True,0,False,,bfs,26.568960826597426,,False,False,512,1,1,pirTest,02cc5bc3,18,True,,,2,,True,True,AccelMain,18,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.227704,23,,checkerboard,0,2:08.64,0,16,False,1,True,True,4,91.08167831779078,False,,hybrid,True,15,0,True,mesh,True,65536,False,100,,,True,,db,False,,46,False,,False,True,5,1:36.60,True,4,False,False,4,71953,6,,3,0,True,1.82163,False,20,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.56kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,129.995833047,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,62,dfs
,,,False,False,,50,,dor,MyDesign,82fcc62c,H-hop,Tst,,40,True,20,15,0,True,True,True,False,True,True,False,False,,False,False,,Kmeans_6,False,3,40,True,False,1000000000.0,True,0,False,,bfs,20.757093334425857,,False,False,512,1,1,pirTest,02cc5bc3,15,True,,,2,,True,True,AccelMain,15,20,True,False,True,False,1000000000,False,-i100 -p100 -t1 -d100,0.116324,17,,checkerboard,0,7:23.75,0,16,False,1,True,True,4,93.05918436896512,False,,hybrid,True,12,0,True,mesh,True,65536,False,100,,,True,,db,False,,40,False,,False,True,5,3:33.44,True,4,False,False,4,140848,6,,3,0,True,0.930592,False,10,,1,16,True,6,True,"--dot=true, --stat=true, --debug=true, --vdot=true, --save=true, --mapping=true, --codegen=true, --net=hybrid, --tungsten, --psim=false, --row=20, --col=20, --spatial-home=/home/yaqiz/fluorine/spatial, --fast=true",6,,0.32kHz,True,6,4,3,200,2020-04-03 15:52:25 -0700,route_min_directed_valient,True,False,200,,1,,False,186.382760567,0,4,False,0,32,DDR4,False,,route_min_directed_valient,4,True,True,False,3,50,dfs
