spatial_sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
84aff1bc,2019-06-10 21:35:03,GEMM_16,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_16/log/mappir.log,../gen/MDHTst_pirTest/GEMM_16/log/runpir.log,../gen/MDHTst_pirTest/GEMM_16/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_16/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_16/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_16/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_16/log/runproute.log,../gen/MDHTst_pirTest/GEMM_16/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_16/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_16/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_16/log/,../gen/MDHTst_pirTest/GEMM_16/log/gentst.log,../gen/MDHTst_pirTest/GEMM_16/log/maketst.log,../gen/MDHTst_pirTest/GEMM_16/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,75.402216322,,1:40.88,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_17,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_17/log/mappir.log,../gen/MDHTst_pirTest/GEMM_17/log/runpir.log,../gen/MDHTst_pirTest/GEMM_17/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_17/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_17/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_17/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_17/log/runproute.log,../gen/MDHTst_pirTest/GEMM_17/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_17/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_17/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_17/log/,../gen/MDHTst_pirTest/GEMM_17/log/gentst.log,../gen/MDHTst_pirTest/GEMM_17/log/maketst.log,../gen/MDHTst_pirTest/GEMM_17/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,73.252989259,,1:37.09,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_18,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_18/log/mappir.log,../gen/MDHTst_pirTest/GEMM_18/log/runpir.log,../gen/MDHTst_pirTest/GEMM_18/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_18/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_18/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_18/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_18/log/runproute.log,../gen/MDHTst_pirTest/GEMM_18/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_18/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_18/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_18/log/,../gen/MDHTst_pirTest/GEMM_18/log/gentst.log,../gen/MDHTst_pirTest/GEMM_18/log/maketst.log,../gen/MDHTst_pirTest/GEMM_18/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,73.832628458,,2:36.27,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_2/log/mappir.log,../gen/MDHTst_pirTest/GEMM_2/log/runpir.log,../gen/MDHTst_pirTest/GEMM_2/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_2/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_2/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_2/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_2/log/runproute.log,../gen/MDHTst_pirTest/GEMM_2/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_2/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_2/log/,../gen/MDHTst_pirTest/GEMM_2/log/gentst.log,../gen/MDHTst_pirTest/GEMM_2/log/maketst.log,../gen/MDHTst_pirTest/GEMM_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,32.770921181,,0:51.63,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_3/log/mappir.log,../gen/MDHTst_pirTest/GEMM_3/log/runpir.log,../gen/MDHTst_pirTest/GEMM_3/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_3/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_3/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_3/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_3/log/runproute.log,../gen/MDHTst_pirTest/GEMM_3/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_3/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_3/log/,../gen/MDHTst_pirTest/GEMM_3/log/gentst.log,../gen/MDHTst_pirTest/GEMM_3/log/maketst.log,../gen/MDHTst_pirTest/GEMM_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,30.463833667,,0:45.29,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_4/log/mappir.log,../gen/MDHTst_pirTest/GEMM_4/log/runpir.log,../gen/MDHTst_pirTest/GEMM_4/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_4/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_4/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_4/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_4/log/runproute.log,../gen/MDHTst_pirTest/GEMM_4/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_4/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_4/log/,../gen/MDHTst_pirTest/GEMM_4/log/gentst.log,../gen/MDHTst_pirTest/GEMM_4/log/maketst.log,../gen/MDHTst_pirTest/GEMM_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,33.007793866,,0:45.88,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_6/log/mappir.log,../gen/MDHTst_pirTest/GEMM_6/log/runpir.log,../gen/MDHTst_pirTest/GEMM_6/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_6/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_6/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_6/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_6/log/runproute.log,../gen/MDHTst_pirTest/GEMM_6/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_6/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_6/log/,../gen/MDHTst_pirTest/GEMM_6/log/gentst.log,../gen/MDHTst_pirTest/GEMM_6/log/maketst.log,../gen/MDHTst_pirTest/GEMM_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,68.130641126,,1:35.80,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_7,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_7/log/mappir.log,../gen/MDHTst_pirTest/GEMM_7/log/runpir.log,../gen/MDHTst_pirTest/GEMM_7/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_7/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_7/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_7/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_7/log/runproute.log,../gen/MDHTst_pirTest/GEMM_7/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_7/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_7/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_7/log/,../gen/MDHTst_pirTest/GEMM_7/log/gentst.log,../gen/MDHTst_pirTest/GEMM_7/log/maketst.log,../gen/MDHTst_pirTest/GEMM_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,28.040610742,,0:39.87,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_8,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_8/log/mappir.log,../gen/MDHTst_pirTest/GEMM_8/log/runpir.log,../gen/MDHTst_pirTest/GEMM_8/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_8/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_8/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_8/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_8/log/runproute.log,../gen/MDHTst_pirTest/GEMM_8/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_8/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_8/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_8/log/,../gen/MDHTst_pirTest/GEMM_8/log/gentst.log,../gen/MDHTst_pirTest/GEMM_8/log/maketst.log,../gen/MDHTst_pirTest/GEMM_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,27.340514671,,0:43.74,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GEMM_9,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GEMM_9/log/mappir.log,../gen/MDHTst_pirTest/GEMM_9/log/runpir.log,../gen/MDHTst_pirTest/GEMM_9/log/genpsim.log,../gen/MDHTst_pirTest/GEMM_9/log/gentrace.log,../gen/MDHTst_pirTest/GEMM_9/log/runpsim.log,../gen/MDHTst_pirTest/GEMM_9/log/runpsim.sh,../gen/MDHTst_pirTest/GEMM_9/log/runproute.log,../gen/MDHTst_pirTest/GEMM_9/log/runproute.sh,../gen/MDHTst_pirTest/GEMM_9/plastisim/summary.csv,../gen/MDHTst_pirTest/GEMM_9/pir/AccelMain.scala,../gen/MDHTst_pirTest/GEMM_9/log/,../gen/MDHTst_pirTest/GEMM_9/log/gentst.log,../gen/MDHTst_pirTest/GEMM_9/log/maketst.log,../gen/MDHTst_pirTest/GEMM_9/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,32.097504304,,0:51.81,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GRU_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GRU_0/log/mappir.log,../gen/MDHTst_pirTest/GRU_0/log/runpir.log,../gen/MDHTst_pirTest/GRU_0/log/genpsim.log,../gen/MDHTst_pirTest/GRU_0/log/gentrace.log,../gen/MDHTst_pirTest/GRU_0/log/runpsim.log,../gen/MDHTst_pirTest/GRU_0/log/runpsim.sh,../gen/MDHTst_pirTest/GRU_0/log/runproute.log,../gen/MDHTst_pirTest/GRU_0/log/runproute.sh,../gen/MDHTst_pirTest/GRU_0/plastisim/summary.csv,../gen/MDHTst_pirTest/GRU_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/GRU_0/log/,../gen/MDHTst_pirTest/GRU_0/log/gentst.log,../gen/MDHTst_pirTest/GRU_0/log/maketst.log,../gen/MDHTst_pirTest/GRU_0/log/runtst.log,False,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,GRU_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/GRU_1/log/mappir.log,../gen/MDHTst_pirTest/GRU_1/log/runpir.log,../gen/MDHTst_pirTest/GRU_1/log/genpsim.log,../gen/MDHTst_pirTest/GRU_1/log/gentrace.log,../gen/MDHTst_pirTest/GRU_1/log/runpsim.log,../gen/MDHTst_pirTest/GRU_1/log/runpsim.sh,../gen/MDHTst_pirTest/GRU_1/log/runproute.log,../gen/MDHTst_pirTest/GRU_1/log/runproute.sh,../gen/MDHTst_pirTest/GRU_1/plastisim/summary.csv,../gen/MDHTst_pirTest/GRU_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/GRU_1/log/,../gen/MDHTst_pirTest/GRU_1/log/gentst.log,../gen/MDHTst_pirTest/GRU_1/log/maketst.log,../gen/MDHTst_pirTest/GRU_1/log/runtst.log,False,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_0/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_0/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_0/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_0/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_0/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_0/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_0/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_0/log/,../gen/MDHTst_pirTest/Kmeans_0/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_0/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,36.218551587,,1:12.04,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_1/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_1/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_1/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_1/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_1/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_1/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_1/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_1/log/,../gen/MDHTst_pirTest/Kmeans_1/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_1/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,37.871804765,,1:02.31,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_2/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_2/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_2/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_2/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_2/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_2/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_2/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_2/log/,../gen/MDHTst_pirTest/Kmeans_2/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_2/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,63.016648852,,2:12.82,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_3/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_3/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_3/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_3/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_3/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_3/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_3/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_3/log/,../gen/MDHTst_pirTest/Kmeans_3/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_3/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,50.649528646,,1:50.76,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_4/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_4/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_4/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_4/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_4/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_4/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_4/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_4/log/,../gen/MDHTst_pirTest/Kmeans_4/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_4/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,60.613152762,,2:55.32,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_5/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_5/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_5/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_5/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_5/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_5/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_5/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_5/log/,../gen/MDHTst_pirTest/Kmeans_5/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_5/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,73.076648701,,2:26.86,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_6/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_6/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_6/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_6/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_6/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_6/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_6/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_6/log/,../gen/MDHTst_pirTest/Kmeans_6/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_6/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,70.864410325,,3:20.36,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_7,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_7/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_7/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_7/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_7/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_7/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_7/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_7/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_7/log/,../gen/MDHTst_pirTest/Kmeans_7/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_7/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,73.166268958,,3:01.73,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,Kmeans_8,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_8/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_8/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_8/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_8/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_8/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_8/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_8/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_8/log/,../gen/MDHTst_pirTest/Kmeans_8/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_8/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,103.031112011,,4:44.38,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,LSTM_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LSTM_0/log/mappir.log,../gen/MDHTst_pirTest/LSTM_0/log/runpir.log,../gen/MDHTst_pirTest/LSTM_0/log/genpsim.log,../gen/MDHTst_pirTest/LSTM_0/log/gentrace.log,../gen/MDHTst_pirTest/LSTM_0/log/runpsim.log,../gen/MDHTst_pirTest/LSTM_0/log/runpsim.sh,../gen/MDHTst_pirTest/LSTM_0/log/runproute.log,../gen/MDHTst_pirTest/LSTM_0/log/runproute.sh,../gen/MDHTst_pirTest/LSTM_0/plastisim/summary.csv,../gen/MDHTst_pirTest/LSTM_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/LSTM_0/log/,../gen/MDHTst_pirTest/LSTM_0/log/gentst.log,../gen/MDHTst_pirTest/LSTM_0/log/maketst.log,../gen/MDHTst_pirTest/LSTM_0/log/runtst.log,False,[error] //TODO: Plasticine does not support unbanked unrolled access at the moment. ,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,LSTM_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LSTM_1/log/mappir.log,../gen/MDHTst_pirTest/LSTM_1/log/runpir.log,../gen/MDHTst_pirTest/LSTM_1/log/genpsim.log,../gen/MDHTst_pirTest/LSTM_1/log/gentrace.log,../gen/MDHTst_pirTest/LSTM_1/log/runpsim.log,../gen/MDHTst_pirTest/LSTM_1/log/runpsim.sh,../gen/MDHTst_pirTest/LSTM_1/log/runproute.log,../gen/MDHTst_pirTest/LSTM_1/log/runproute.sh,../gen/MDHTst_pirTest/LSTM_1/plastisim/summary.csv,../gen/MDHTst_pirTest/LSTM_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/LSTM_1/log/,../gen/MDHTst_pirTest/LSTM_1/log/gentst.log,../gen/MDHTst_pirTest/LSTM_1/log/maketst.log,../gen/MDHTst_pirTest/LSTM_1/log/runtst.log,False,[error] //TODO: Plasticine does not support unbanked unrolled access at the moment. ,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,False
84aff1bc,2019-06-10 21:35:03,LUTTest_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_0/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_0/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_0/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_0/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_0/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_0/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_0/log/,../gen/MDHTst_pirTest/LUTTest_0/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_0/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,7.976244063,,0:22.83,,,,False,False,,,,,False
